mapid	extension	aspect	Day	twitter_id	handle	date_posted	tweet_id	website	description
ThomasG77_13	jpg	14x16	13	82467442	ThomasG77	2019-11-20T02:26:50Z	1196978173898084353	_	"Day 13 tracks ""Mapping quiz formula 1 season 2019"" #30DayMapChallenge (low resolution here, see the repo https://t.co/l7QsKoKRdK. Be careful as I provide also the answers :) #F1 https://t.co/Q6uIgDKMC9"
ThomasG77_14	jpg	16x11	14	82467442	ThomasG77	2019-11-21T01:52:18Z	1197331872432435200	_	"#30DayMapChallenge Day 14 boundaries ""Viewpoints from Berlin East and Berlin West"" nowadays. Inspired by Map Men episode about ""Berlin Wall - Maps With Gaps"" https://t.co/8Iw6OpXKaY https://t.co/eYIGBp2m3x"
ThomasG77_15	jpg	16x11	15	82467442	ThomasG77	2019-11-21T17:56:23Z	1197574491817295874	_	"#30DayMapChallenge Day 15 names ""Densité de rues mentionnant le nom ou prénom Thomas"" Particularité = recherche des autres mots associés et leur fréquence. Premier: la religion puis les grands hommes et quelques types de lieux: moulin, bois, clos, champ(s) https://t.co/odJwCpX426"
ThomasG77_16	jpg	16x16	16	82467442	ThomasG77	2019-11-25T14:11:32Z	1198967457366642688	_	"#30DayMapChallenge Day 16 places ""Où les pommes et les poires sont récoltées en France"" (absence/présence par commune en France) https://t.co/ttftSsA7JQ"
ThomasG77_17	jpg	16x11	17	82467442	ThomasG77	2019-11-26T23:17:58Z	1199467362124218370	_	Day 17 Zones #30DayMapChallenge Polarité des communes (reprise nomenclature INSEE aires urbaines) Bonus: génération arrondissements, EPCI, aires et unités urbaines, bassins de vie, zones d'emploi 2019. Beaucoup de temps sur le pré-traitement avec Geopandas moins sur le rendu… https://t.co/1MdMHrqdBw
ThomasG77_19	jpg	11x16	19	82467442	ThomasG77	2019-11-26T23:48:38Z	1199475078565679104	_	#30DayMapChallenge Day 19 urban and 20 rural together. Changed color to highlight the more rural place as red instead of the opposite most of the time :) Skipped day 18 globe (will catch up later) https://t.co/EmqxM1TMYc
ThomasG77_20	jpg	11x16	20	82467442	ThomasG77	2019-11-26T23:48:38Z	1199475078565679104	_	#30DayMapChallenge Day 19 urban and 20 rural together. Changed color to highlight the more rural place as red instead of the opposite most of the time :) Skipped day 18 globe (will catch up later) https://t.co/EmqxM1TMYc
Thoughtfulnz_03	png	16x12	03	2606576396	Thoughtfulnz	2019-11-02T22:14:43Z	1190754134858686464	_	"A ploygons #30DayMapChallenge day 3

Electric and hybrid vehicles as a percent of total NZ registered vehicle fleet, by Territorial Local Authorities

code: https://t.co/aojbV908Xs https://t.co/23J4GyiiDn"
Thoughtfulnz_04	png	16x16	04	2606576396	Thoughtfulnz	2019-11-03T18:36:55Z	1191061713388371968	_	"A hexagons #30DayMapChallenge day 4

Things in New Zealand (named locations in the New Zealand Gazetteer of place names). As NZers will recognise, this is not just a population aggregate, it is a crinkly geography aggregate.

code https://t.co/aojbV908Xs https://t.co/q3U8brk67h"
Thoughtfulnz_09	jpg	16x12	09	2606576396	Thoughtfulnz	2019-11-09T02:28:30Z	1192992329247817733	_	"#30DayMapChallenge day 9: Yellow

As it's the last 26 hours to vote in #BirdoftheYear &amp; Hioho, Yellow-eyed penguin, maybe will get enough votes to be the 1st seabird Bird of the Year, here is a map of how to get from central Dunedin to Okia Reserve, to see the rarest of penguins. https://t.co/Dxw8SJRcs9"
Thoughtfulnz_10	png	16x10	10	2606576396	Thoughtfulnz	2019-11-10T01:20:30Z	1193337602180386816	_	"Day 10, #30DayMapChallenge - Black and White

Halfway through nightfall on shortest and longest nights. At a meta level it is a map showing the effects of the Earth's axial wobble.

My big challenge was thinking of anything binary enough to be B&amp;W

Code https://t.co/aojbV908Xs https://t.co/9bg1p6iCqS"
Thoughtfulnz_11	png	16x14	11	2606576396	Thoughtfulnz	2019-11-10T03:11:48Z	1193365614808616960	_	"Because of a lot on, here is an early day 11 &amp; 12 thing for #30DayMapChallenge 

Solidearthtide change (Movement) in Elevation and north-south distance between Kaitaia and Bluff at opposite ends of New Zealand for 15 minute steps on 2019-11-11 UTC

code: https://t.co/aojbV908Xs https://t.co/JFgluQIyUy"
Thoughtfulnz_16	png	15x16	16	2606576396	Thoughtfulnz	2019-11-15T20:47:21Z	1195443189814980609	_	"Day 16: Places
#30DayMapChallenge #rstats #codein1tweet

data: https://t.co/sHFyCkhdvS

code:
library(sf)
places &lt;- st_read(""nz-historic-places.kml"",quiet=TRUE) %&gt;% st_transform(crs = 2193) #dateline fix
plot(st_geometry(places$geometry),pch=""."", main=""NZ Historic places"") https://t.co/6cgdTGPUoZ"
Thoughtfulnz_17	png	12x16	17	2606576396	Thoughtfulnz	2019-11-16T23:22:09Z	1195844535617638400	_	"Day 17:Zones #30DayMapChallenge 

Earthquake zones of NZ as per Building Standard NZS 3604:2011 Timber-framed buildings (source BRANZ) together with epicentres of earthquakes magnitude 5 and up between 1979-11-1 and 2019-11-1 (source Geonet) https://t.co/fOXEJsgAkx"
Thoughtfulnz_18	png	16x13	18	2606576396	Thoughtfulnz	2019-11-17T03:19:25Z	1195904243888058368	_	"Putting up Day 18, Globe for #30DayMapChallenge a day early because of work. 

Globe projection of the NZ related hemisphere, hacking about @edzerpebesma demonstration code for cleaning clipping the edges of the hemisphere.

My code, for the code part: https://t.co/D2zRhxqmRA https://t.co/Izqtj0oATb"
Thoughtfulnz_23	jpg	16x14	23	2606576396	Thoughtfulnz	2019-11-23T02:07:03Z	1198060361628340225	_	"For day 23 of #30DayMapChallenge 
A population map of NZ map makers in 2013 (census data)

code, such as it is, at https://t.co/aojbV908Xs https://t.co/OsgHM9CrjC"
Thoughtfulnz_24	jpg	16x14	24	2606576396	Thoughtfulnz	2019-11-23T23:40:08Z	1198385776628649984	_	"Day 24 of #30DayMapChallenge, statistics, uses the same data and base map as day 23.

How many more statisticians than mathematicians in 2013, by region.

code https://t.co/aojbV908Xs https://t.co/WfdopW7Nwt"
Thoughtfulnz_25	jpg	16x13	25	2606576396	Thoughtfulnz	2019-11-24T05:35:47Z	1198475279682813952	_	"Day 25 of #30DayMapChallenge, Climate, change in average monthly November rainfall between 1979 and 2018, blue is an increase, yellow is a decrease. Copernicus reanalysis data.

Stitched together unfamiliar packages and data to learn to work with it, code: https://t.co/aojbV908Xs https://t.co/xC7csEVmPf"
Thoughtfulnz_28	jpg	16x14	28	2606576396	Thoughtfulnz	2019-11-27T20:19:55Z	1199784940973383680	_	"A quick throwaway for day 28 of #30DayMapChallenge topic:Funny

Comedy vs Tragedy - the number of ""Entertainer or Variety Artists"" minus the number of ""Prison Officers"", by region (2013 census).

Code: https://t.co/aojbV908Xs

By this very sciency metric BoP is funniest with +15 https://t.co/M1ZwmZxt4j"
Thoughtfulnz_29	jpg	16x16	29	2606576396	Thoughtfulnz	2019-11-28T22:18:50Z	1200177254501736448	_	"Day 29 of the #30DayMapChallenge theme ""Experimental"": a #rstats made map of where my tweets travel-representing my Twitter followers as landscape based on friends clusters.

As an experiment, here is a writeup of my code and thinking through the process: https://t.co/gbDbYyW2di https://t.co/Plxisd2R4b"
TimStOnge_10	jpg	16x13	10	2424592651	TimStOnge	2019-11-10T17:51:13Z	1193586925124370435	_	"#30DayMapChallenge Day 10 - Black and White: Switched to Carto for a minimalist web map of Scotch whisky distilleries, sized by smokiness! 

Map here: https://t.co/8RlBCxeVKN

Data here (U. of Edinburgh): https://t.co/zqVGtaZcFr https://t.co/QBKqAlxyQN"
TimStOnge_11	jpg	16x11	11	2424592651	TimStOnge	2019-11-11T20:16:51Z	1193985964978458625	_	#30DayMapChallenge Day 11 - Elevation: Aside from imagery, the geographic impact of mountaintop removal coal mining is apparent in elevation contours too. Take this scene near Madison, West Virginia (Data: WV GIS Technical Center) https://t.co/jIH3warh7z
TimStOnge_12	jpg	16x12	12	2424592651	TimStOnge	2019-11-14T02:26:57Z	1194803879269064707	_	#30DayMapChallenge Day 12 - Movement: It's not much (animation is not my strength), but... it's something! Hail reports each day over the Spring of 2018. https://t.co/3vpmkBgY0f
TimStOnge_13	jpg	16x11	13	2424592651	TimStOnge	2019-11-16T18:53:50Z	1195777011752603649	_	"#30DayMapChallenge Day 13 - Tracks: I call this masterpiece 🙃 ""Typhoons and Tropical Storms Named Tim""

(just playing catch-up here!) https://t.co/qNJGBTmg2s"
TimStOnge_15	jpg	16x11	15	2424592651	TimStOnge	2019-11-17T20:17:17Z	1196160399164497920	_	#30DayMapChallenge Day 15 - Names: The five most popular county names in the US (spoiler they're presidents) https://t.co/VQN41loh0K
TimStOnge_16	jpg	16x10	16	2424592651	TimStOnge	2019-11-17T23:38:29Z	1196211034874359808	_	"#30DayMapChallenge Day 16 - Places: So many ways to go with this, so how about... map of Vermont with places as ""where people are,"" places as ""how the Census defines them,"" and places as ""in street names."" https://t.co/kYabO8tpO9"
TimStOnge_17	jpg	11x16	17	2424592651	TimStOnge	2019-11-19T01:25:41Z	1196600397298896897	_	#30DayMapChallenge Day 17 - Zones: Libraries! Isochrone map of 5 and 10 minute walking distances to DC public libraries. https://t.co/Fxn0Y6vVQ0
TimStOnge_18	jpg	16x11	18	2424592651	TimStOnge	2019-11-20T02:30:09Z	1196979011827703808	_	"#30DayMapChallenge Day 18 - Globe: It's time for ""Better Know a Projection!"" Here's the Craster Parabolic Projection with some fun factoids to impress your friends! (Source: Blue Marble Geographics) https://t.co/1sWwg8D1AC"
TimStOnge_19	jpg	16x11	19	2424592651	TimStOnge	2019-11-21T01:42:41Z	1197329454298796033	_	#30DayMapChallenge Day 19 - Urban: Wrestling with Qgis2threejs, I managed this glitchy, blocky, 3D scene of building heights in Center City, Philadelphia https://t.co/CvSEM2goAv
TimStOnge_20	jpg	16x16	20	2424592651	TimStOnge	2019-11-23T00:32:40Z	1198036608559255558	_	#30DayMapChallenge Day 20 - Rural: This is eastern Montana, where I mapped out drive times to Dr. Joan Dickson, the only psychiatrist between Billings and Bismarck, according to @patriotact. Each contour is 30 minutes driving from her practice in Glendive, MT. (1/3) https://t.co/VYGPgnPwSM
TimStOnge_21	jpg	16x12	21	2424592651	TimStOnge	2019-11-24T00:31:56Z	1198398810826903554	_	#30DayMapChallenge Day 21 - Environment: More futzing with QGIS, I started on air quality, ended with precipitation and fun with web map services! Data: @Mapbox, @openstreetmap, @EPA, https://t.co/jWlUp5lCL8, and Multi-Radar/Multi-Sensor System from @NOAA (WMS via @IowaStateU) https://t.co/SOy1X9w0ia
TimStOnge_22	jpg	12x16	22	2424592651	TimStOnge	2019-11-24T15:36:17Z	1198626400212783104	_	#30DayMapChallenge Day 22 - Built Environment: Downtown Chicago buildings by year built. Footprints from City of Chicago, wavy lines for Lake Michigan courtesy of https://t.co/UeCAPzN5Tq https://t.co/M1idYM4VPI
TimStOnge_23	jpg	16x12	23	2424592651	TimStOnge	2019-11-26T00:44:06Z	1199126647452123136	_	"#30DayMapChallenge Day 23 - Population: Just population points of Syracuse, Rochester, and the Finger Lakes!

(I'm losing steam😫...must...finish...the month...) https://t.co/alb9Xzs1r6"
TimStOnge_24	jpg	16x11	24	2424592651	TimStOnge	2019-11-27T03:02:22Z	1199523833268584449	_	#30DayMapChallenge Day 24 - Statistics: Mapping poverty rates in relation to population by county for the contiguous US. And yes I know I'm breaking the carto-rules with the non-sequential color scheme😈😈 https://t.co/zD7c6vQ9Dv
TimStOnge_25	jpg	16x11	25	2424592651	TimStOnge	2019-11-28T01:39:11Z	1199865288688308224	_	"#30DayMapChallenge Day 25 - Climate: ""Precipitation of the wettest month"" via CHELSA project (high resolution climatologies, 1979-2013, https://t.co/986A4r2iLF). India is striking here. The brightest spot is the Indian state of Meghalaya, one of the wettest regions in the world. https://t.co/pAOHfszMrN"
TimStOnge_26	jpg	16x12	26	2424592651	TimStOnge	2019-11-29T01:46:08Z	1200229422860849153	_	#30DayMapChallenge Day 26 - Hydrology: I labeled a fraction of the thousands of reefs that make up the Great Barrier Reef system off the Queensland, Australia coast. Names from Google, imagery is 4/10/2017 Landsat 8. https://t.co/2CULDG5qi4
TimStOnge_27	jpg	16x12	27	2424592651	TimStOnge	2019-11-30T01:35:57Z	1200589250141532162	_	"#30DayMapChallenge Day 27 - Resources: Different types of biomass management treatments on BLM land in southwestern Oregon (mechanical, chemical, burning, etc.).

(Had a lot of mappers block for this theme🙃) https://t.co/EcNjIps6lz"
TimStOnge_28	jpg	16x10	28	2424592651	TimStOnge	2019-11-30T18:04:07Z	1200837930790653953	_	#30DayMapChallenge Day 28 - Funny: Wawa World! Wawa's plan for northeast domination is clear in this store map animated by store number (Data from Wawa GeoScraper https://t.co/SoytG7qdEU; hoagie icon by Smashicons https://t.co/gHpSEOdFOj) https://t.co/V0haKpu1CU
TimStOnge_29	jpg	16x12	29	2424592651	TimStOnge	2019-12-01T21:46:16Z	1201256222839754754	_	#30DayMapChallenge Day 29 - Experimental: In the future, the only way to get people to pay attention to weather forecasts will be through cutesy emojis, so I'm just trying to be ahead of the curve🙃(Icons made by Freepik from https://t.co/A0Xv1EssiI) https://t.co/26teThE727
TimStOnge_30	jpg	16x15	30	2424592651	TimStOnge	2019-12-01T23:01:27Z	1201275141818404866	_	"#30DayMapChallenge Day 30 - Home: A mappy encapsulation of home (or just ""where I've lived"") over the years. https://t.co/5UwF9dPUMu"
tjukanov_01	jpg	16x11	01	2198358416	tjukanov	2019-11-01T07:36:25Z	1190170716408184832	_	"#30DayMapChallenge 1. Points

One tiny point per 10 people found from the @EU_Eurostat population grid. https://t.co/5kGnFaeJKc"
tjukanov_02	jpg	16x11	02	2198358416	tjukanov	2019-11-02T08:56:04Z	1190553149532180480	_	"Bus and metro traffic lines from GPS points in Lauttasaari, Helsinki. Each line is a single journey.

Created with #PostGIS and #QGIS 

#30DayMapChallenge Day 2. Lines. https://t.co/qgQJmSUAXR"
tjukanov_03	jpg	14x16	03	2198358416	tjukanov	2019-11-03T10:04:14Z	1190932691224580096	_	"Day 3: Polygons

Lego Finland.

#30DayMapChallenge https://t.co/v4QkcE6MJj"
tjukanov_04	jpg	16x11	04	2198358416	tjukanov	2019-11-04T06:30:49Z	1191241371769876480	_	"#30DayMapChallenge Day 4: hexagons

Bar, pub and restaurant density in Berlin from @openstreetmap https://t.co/YWqF7Dg75G"
tjukanov_05	jpg	16x15	05	2198358416	tjukanov	2019-11-05T10:38:14Z	1191666021595262977	_	"Africa. Using data from @gebcobathymetry.

#30DayMapChallenge Day 5: raster https://t.co/55kfgBn7IG"
tjukanov_06	jpg	16x12	06	2198358416	tjukanov	2019-11-06T05:28:13Z	1191950390511775745	_	Looking at things from a different angle on day 6 of #30DayMapChallenge. https://t.co/kz881m5IjV
tjukanov_07	jpg	16x11	07	2198358416	tjukanov	2019-11-07T11:46:45Z	1192408040131252227	_	"Buildings in Madrid 🇪🇸. Darker the shade of red, older the building.

Day 7 of #30DayMapChallenge. https://t.co/CKUuuKnc3c"
tjukanov_09	jpg	15x16	09	2198358416	tjukanov	2019-11-09T09:54:12Z	1193104493417783297	_	"5 hour travel times from Paris based on @here isochrone API. 

For today's #30DayMapChallenge I resurrected an old project file from my old laptop. https://t.co/8WXr4qPh82"
tjukanov_10	jpg	16x13	10	2198358416	tjukanov	2019-11-10T19:17:41Z	1193608685848797185	_	Because it is Sunday, I am reposting older work for #30DayMapChallenge: 8 hours of train traffic in Finland from @TraficomFinland API https://t.co/rKEiDKSpM0
tjukanov_11	jpg	16x13	11	2198358416	tjukanov	2019-11-11T06:41:27Z	1193780762660802560	_	"#30DayMapChallenge Day 11: Elevation. 

Minimal #Alps.

Data; https://t.co/YyjaY0iOZy

Method: https://t.co/r1widEZUn1

Tool: #QGIS https://t.co/leGdQE6Z5d"
tjukanov_12	jpg	16x15	12	2198358416	tjukanov	2019-11-12T20:17:49Z	1194348595706781696	_	"Optimal routes from all Finnish postal code areas to Helsinki by foot with @graphhopper and QGIS.

Yes, I was too busy to produce anything new for #30DayMapChallenge day 12. https://t.co/cimwyS25ZI"
tjukanov_13	jpg	16x10	13	2198358416	tjukanov	2019-11-13T16:52:47Z	1194659382342107138	_	"100 years of tropical storm tracks. Data: https://t.co/xLYCA0nnU5

#30DayMapChallenge #GISDay #QGISDay https://t.co/dTAe0LHs5C"
tjukanov_15	png	16x11	15	2198358416	tjukanov	2019-11-15T11:10:47Z	1195298091114618880	_	#30DayMapChallenge Day 15: Names. https://t.co/wIo3f1bFLZ
tjukanov_16	jpg	16x11	16	2198358416	tjukanov	2019-11-16T09:39:14Z	1195637441635459077	_	"#30DayMapChallenge Day 16: places. All the places from GeoNames data as tiny points.

https://t.co/JtIdcxy0CD https://t.co/GHhjsp8xgQ"
tjukanov_17	jpg	16x9	17	2198358416	tjukanov	2019-11-17T08:57:05Z	1195989220436959233	_	Day 17 of #30DayMapChallenge: zones. Exclusive Economic Zones in the Caribbean from @marineregions. https://t.co/GRAFtaAsaL
tjukanov_18	jpg	16x12	18	2198358416	tjukanov	2019-11-18T07:42:19Z	1196332794907152387	_	Spending next few days promoting @OSGeo and #FOSS4G at @GIS_Expo, so this is my contribution for today’s #30DayMapChallenge 🌎 https://t.co/G1YJLTv6aG
tjukanov_19	jpg	16x14	19	2198358416	tjukanov	2019-11-19T15:30:50Z	1196813087589969923	_	"#30DayMapChallenge Day 19: #Urban areas in Africa. Bigger the symbol, bigger the population. 

Data from Africapolis (@SWAC_OECD): https://t.co/ZYFtmxLNkb https://t.co/zJOa678Nmt"
tjukanov_20	jpg	16x16	20	2198358416	tjukanov	2019-11-20T09:32:15Z	1197085233742524416	_	"Finnish municipalities with bright red color have more cows (cattle) than people living there. 

#30DayMapChallenge day 20: rural. Data from @LukeFinland + @Tilastokeskus https://t.co/uxK0usAnii"
tjukanov_21	jpg	16x13	21	2198358416	tjukanov	2019-11-21T09:53:01Z	1197452851083124736	_	"Ecoregions of the world. Data: https://t.co/nSwI2NZjvZ

#30DayMapChallenge Day 21: environment. Created with #QGIS. https://t.co/4xbCzQZgAC"
tjukanov_22	jpg	16x16	22	2198358416	tjukanov	2019-11-22T12:56:49Z	1197861491967512578	_	"A piece of London. Digital surface model rendered with @blender_org 

Data: https://t.co/egLrjs7oCL

#30DayMapChallenge Day 22: built environment https://t.co/S4Spr7pi7b"
tjukanov_23	png	16x11	23	2198358416	tjukanov	2019-11-24T08:54:52Z	1198525377905340417	_	"Population change in southern Finland between 2005 and 2018. In the red 1 x 1 km squares population has decreased with more than five people and in the yellow squares there has been similar increase. 

#30DayMapChallenge Day 23: population. https://t.co/Fwvfe4IBvR"
tjukanov_24	jpg	16x10	24	2198358416	tjukanov	2019-11-24T11:46:05Z	1198568466254614528	_	"Exploring Helsinki (+Espoo) city bike statistics from August 2019.

Data: https://t.co/uHRvEWCtSK

#30DayMapChallenge Day 24: Statistics https://t.co/rzxowtAMgA"
tjukanov_25	jpg	16x16	25	2198358416	tjukanov	2019-11-25T16:35:58Z	1199003804307525633	_	"40 years of arctic sea ice extent in September. Blue outline showing the 1979 extent. Created with QGIS. Data from @NOAA.

#30DayMapChallenge Day 25: Climate https://t.co/Jl7bWzp10m"
tjukanov_26	jpg	16x16	26	2198358416	tjukanov	2019-11-26T21:03:28Z	1199433514040614914	_	#30DayMapChallenge Day 26: hydrology. Meandering river Oulanka. From @Maanmittaus elevation models with QGIS. https://t.co/eDfPuhQwrV
tjukanov_27	jpg	16x10	27	2198358416	tjukanov	2019-11-27T13:26:29Z	1199680898284871684	_	"All operating surface and underground coal mines in the United States (or lower 48 states). Point size scaled based on total coal production. A total of 680 coal mines still in operation.

Data: https://t.co/mPdfdy3UOp

#30DayMapChallenge: Day 27. Resources. https://t.co/MKtc0uQfn5"
tjukanov_28	jpg	16x13	28	2198358416	tjukanov	2019-11-28T07:30:11Z	1199953619619139584	_	I think I had a great idea for the #30DayMapChallenge today, but country codes cause more problems than you might think. I'll just leave this here. Fits today's theme. https://t.co/6b10q7CKxx
tjukanov_29	jpg	16x10	29	2198358416	tjukanov	2019-11-29T07:09:01Z	1200310680848683008	_	#30DayMapChallenge Day 29: experimental https://t.co/O4E9U9OCAW
tjukanov_30	jpg	16x8	30	2198358416	tjukanov	2019-11-30T15:12:04Z	1200794632940113921	_	My Helsinki from @Maanmittaus point cloud. Last one for #30DayMapChallenge: Home. https://t.co/GMro9gnqOY
toddrednz_05	jpg	16x11	05	3504769453	toddrednz	2019-11-05T05:40:14Z	1191591026273599489	_	#30DayMapChallenge day 5, raster. Here are 6: raster principal components of snow cover duration anomaly for the Clutha Catchment, NZ. These show the most important spatial patterns from a 16 year time series of daily snow cover from MODIS. #remotesensing https://t.co/mp70ylXhKL
toddrednz_11	jpg	11x16	11	3504769453	toddrednz	2019-11-11T10:01:46Z	1193831171236323328	_	Day 11 of the #30DayMapChallenge is elevation, so I revived an old experiment. The contour of 90 days of #snow cover per year for the Clutha Catchment, NZ. Symbolised by elevation. It's weird, but interesting. Snow cover data is from MODIS. #spatial #remotesensing ❄️🏂🏔️ https://t.co/cYxjyGco14
toddrednz_12	jpg	16x11	12	3504769453	toddrednz	2019-11-11T23:33:07Z	1194035356435279872	_	#30DayMapChallenge day 12, movement. A winter (2015) of airflow to the Pisa Range, Central Otago. Trajectories from the @NOAA hysplit model, which I ran via a matlab wrapper (which also plots the maps and makes the animation) #spatial #climate #snow #NZ https://t.co/OzjlYTk35O
toddrednz_14	jpg	16x16	14	3504769453	toddrednz	2019-11-13T22:40:47Z	1194746960160292864	_	"#30DayMapChallenge day 14, boundaries. A map of ""big"" order 7 - 8 catchments (from @mfe_news river environments classification) in the South Island, symbolised by boundary elevation.  Useful clue for thinking about different hydrological regimes? #hydrology #spatial #rivers #nz https://t.co/KgFoe1VCgT"
toddrednz_18	jpg	16x9	18	3504769453	toddrednz	2019-11-18T09:22:18Z	1196357954720518145	_	"#30DayMapChallenge day 18: globe. Global #lightning climatology, average ""flashes"" per km2 per year (1998-2015), detected by satellites. Data from @NASA Global Hydrology Resource Center #spatial #remotesensing #mapping https://t.co/qM8FxMM8nG"
topografen_10	png	16x8	10	831941985334345728	topografen	2019-11-10T21:30:32Z	1193642120143224832	_	"#30DayMapChallenge Day 10: Black and white.
Cropped part of a large B/W map of Stockholm archipelago. Line art in Photoshop. https://t.co/rbZlDtT4sg"
topografen_11	jpg	16x10	11	831941985334345728	topografen	2019-11-11T08:35:50Z	1193809547095359490	_	"#30daymapchallenge Day 11: Elevation. 
Elevation joy plot of the Kebnekaise massif, the tallest mountain in Sweden. Tools: R and illustrator. https://t.co/UQdSnzNEmD"
topografen_14	jpg	16x16	14	831941985334345728	topografen	2019-11-25T19:12:56Z	1199043308196110336	_	"Won’t be able to catch up on the #30DayMapChallenge but I wanted to do ”Day 14: Boundaries”. One of my favourite creative solutions to an international border problem: 
”Märket” 🇸🇪🇦🇽🇫🇮
https://t.co/nq9EdHi07g https://t.co/VvbA73WCDi"
torehalset_01	jpg	16x7	01	44981447	torehalset	2019-11-04T22:07:59Z	1191477216355520513	_	"#30DayMapChallenge 1. Points

24 hours of open AIS data in Rogaland, Norway. https://t.co/OzLWMFTA9L"
torehalset_09	jpg	16x9	09	44981447	torehalset	2019-11-11T21:51:27Z	1194009771969527808	_	"#30DayMapChallenge 9. Yellow

Aviation obstacles, Norway. Data from @kartverket stored in @postgis and displayed in @Mapbox GL JS. https://t.co/cyIRVb9MJT"
torehalset_10	png	16x6	10	44981447	torehalset	2019-11-11T22:16:20Z	1194016032983261185	_	"#30DayMapChallenge 10. Black and white

Norwegian S-57 nautical charts from @kartverket displayed in S-52 with vector tiles from ECC GeoView displayed in Mapbox GL JS and converted to b&amp;w. Yes, the S-52 display of underwater rock is cluttered - so better keep away from those. https://t.co/KmPdNtR468"
torehalset_11	jpg	16x8	11	44981447	torehalset	2019-11-11T22:20:08Z	1194016987921440768	_	"#30DayMapChallenge 11. Elevation

Lofoten, Norway. Terrain from @kartverket and ortophoto from @bingmaps displayed in @CesiumJS. Wrote a proxy from @kartverket ESRI elevation server to @CesiumJS heightmap-1.0. https://t.co/cXk8HmydPf"
torehalset_12	jpg	16x8	12	44981447	torehalset	2019-11-13T23:01:09Z	1194752084618465280	_	"#30DayMapChallenge 12. Movement

24 hours of AIS south of Norway. LeafletJS, Torque.js. https://t.co/TTTLYyYlQ7"
torehalset_13	jpg	16x8	13	44981447	torehalset	2019-11-13T23:14:40Z	1194755486844964864	_	"#30DayMapChallenge 13. Tracks

Tracks and elevation contours. @kartverket, PostGIS and Mapbox GL JS. Jotunheimen, Norway. https://t.co/141r0r5uJr"
torehalset_14	png	16x12	14	44981447	torehalset	2019-11-15T14:36:17Z	1195349809915482115	_	"#30DayMapChallenge 14. Boundaries

Kartverket, Oslo, Norway. https://t.co/jJ7UMaSi9G"
torehalset_15	jpg	16x13	15	44981447	torehalset	2019-11-23T22:35:52Z	1198369601157058561	_	"#30DayMapChallenge 15. Names

Describing the place of an emergency by its name can be dangerous. Red lines between places closer than 1 km with the same name. Kristiansand, Norway. https://t.co/a3JBHTupAQ"
torehalset_16	jpg	16x9	16	44981447	torehalset	2019-11-23T23:08:27Z	1198377802434826240	_	"#30DayMapChallenge 16. Places

Church buildings, Norway. https://t.co/72xrCpXCtu"
TSThrondsen_05	jpg	16x11	05	31547881	TSThrondsen	2019-11-05T15:06:09Z	1191733446307205120	_	Så grønt er det i Oslo! Dag 5 av #30DayMapChallenge med raster. #NDVI #Sentinel2 https://t.co/BmdcWYWbZa
ttso_05	jpg	16x9	05	14130929	ttso	2019-11-05T17:13:42Z	1191765543877062656	_	In 2015, I georeferenced the image of an old map feat. my home island, made custom tiles from it (inspired by Kyle Walker), added roads &amp; buildings, and made a #leaflet map https://t.co/hbOjIJ5Fq1 More at https://t.co/eTiOIJj6xw #qgis #rstats #30DayMapChallenge Day 5: raster. https://t.co/qw9BJmF8Q2
ttso_09	jpg	16x8	09	14130929	ttso	2019-11-09T12:09:11Z	1193138462725156866	_	#30DayMapChallenge 9: Yellow. Helsinki city bikes and their current 345 stations are mostly yellow. Here are all the stations mapped with #rstats #ggplot2 and the station Baana (red dot) in May 2016, one week after the bike launch. https://t.co/Ti3aLqadYA
ttso_10	png	14x16	10	14130929	ttso	2019-11-10T12:15:32Z	1193502449920806914	_	#30DayMapChallenge 10: B&amp;W. Snow depth yesterday at weather stations in Finland https://t.co/EC30aMsItz Code: https://t.co/i4rBDDnjSb The bigger the circle, the more snow. Was lazy and used data via https://t.co/Fam2x9LlyP but glad to see there's #fmi2 ! @rOpenGov #geofi #RStats https://t.co/LUaxunPylQ
ttso_11	jpg	16x11	11	14130929	ttso	2019-11-11T20:15:42Z	1193985672400515072	_	#30DayMapChallenge Day 11: Elevation. In early December, during the polar night, I'll be cross-country skiing here in Saariselkä, somewhere inside the V5211 grid by @fgi_nls DEM 10 m. Code: https://t.co/4HwNBNuU5s #rstats #ggplot2 #rayshader https://t.co/dL51YiQPa4
ttso_12	png	16x11	12	14130929	ttso	2019-11-12T19:57:31Z	1194343485404516357	_	#30DayMapChallenge Day 12: Movement. Legacy Endomondo Sports tracker data on a 10 m elevation map of Saariselkä, Inari by @fgi_nls Cross-country skiing it was. The snow depth back then, in Dec 2014, was almost the same as now,  ~40 cm. Code: https://t.co/m7una9jUaX #rstats #sf https://t.co/wEIMT2TI8d
ttso_13	jpg	16x7	13	14130929	ttso	2019-11-13T19:42:40Z	1194702135507791874	_	#30DayMapChallenge Day 13: Tracks. Where the world's northernmost metro system meets Finland's southernmost coastline. Code: https://t.co/cEl1euhAAB #Rstats #sf #ggplot #ggrepel https://t.co/vcvUbJXTgu
ttso_14	png	16x11	14	14130929	ttso	2019-11-14T19:50:32Z	1195066505957912576	_	#30DayMapChallenge Day 14: Boundaries. Greater Helsinki is still surprisingly non-built, with small lakes here and there. Code: https://t.co/pPexMD8Dhm #ggplot2 #sf https://t.co/KXaOwfGtMn
